C:\Users\ZhouXunZhe\PycharmProjects\K-nn\venv\Scripts\python.exe C:/Users/ZhouXunZhe/PycharmProjects/K-nn/test.py
0 numbers imported
2000 numbers imported
4000 numbers imported
6000 numbers imported
8000 numbers imported
10000 numbers imported
12000 numbers imported
14000 numbers imported
16000 numbers imported
18000 numbers imported
20000 numbers imported
22000 numbers imported
24000 numbers imported
26000 numbers imported
28000 numbers imported
30000 numbers imported
32000 numbers imported
34000 numbers imported
36000 numbers imported
38000 numbers imported
40000 numbers imported
42000 numbers imported
44000 numbers imported
46000 numbers imported
48000 numbers imported
50000 numbers imported
52000 numbers imported
54000 numbers imported
56000 numbers imported
58000 numbers imported
59999 numbers imported
0 numbers imported
2000 numbers imported
4000 numbers imported
6000 numbers imported
8000 numbers imported
9999 numbers imported
the NO.0 classifier came back with: 7, the real answer is: 7, error count is: 0
the NO.9278 classifier came back with: 6, the real answer is: 6, error count is: 257
the NO.9279 classifier came back with: 7, the real answer is: 7, error count is: 257
the NO.9280 classifier came back with: 5, the real answer is: 8, error count is: 257
the NO.9281 classifier came back with: 0, the real answer is: 0, error count is: 258
the NO.9282 classifier came back with: 1, the real answer is: 1, error count is: 258
the NO.9283 classifier came back with: 3, the real answer is: 3, error count is: 258
the NO.9284 classifier came back with: 4, the real answer is: 4, error count is: 258
the NO.9285 classifier came back with: 7, the real answer is: 7, error count is: 258
the NO.9286 classifier came back with: 8, the real answer is: 8, error count is: 258
the NO.9287 classifier came back with: 9, the real answer is: 9, error count is: 258
the NO.9288 classifier came back with: 7, the real answer is: 7, error count is: 258
the NO.9289 classifier came back with: 5, the real answer is: 5, error count is: 258
the NO.9290 classifier came back with: 5, the real answer is: 5, error count is: 258
the NO.9291 classifier came back with: 1, the real answer is: 1, error count is: 258
the NO.9292 classifier came back with: 9, the real answer is: 9, error count is: 258
the NO.9293 classifier came back with: 9, the real answer is: 9, error count is: 258
the NO.9294 classifier came back with: 7, the real answer is: 7, error count is: 258
the NO.9295 classifier came back with: 1, the real answer is: 1, error count is: 258
the NO.9296 classifier came back with: 0, the real answer is: 0, error count is: 258
the NO.9297 classifier came back with: 0, the real answer is: 0, error count is: 258
the NO.9298 classifier came back with: 5, the real answer is: 5, error count is: 258
the NO.9299 classifier came back with: 9, the real answer is: 9, error count is: 258
the NO.9300 classifier came back with: 7, the real answer is: 7, error count is: 258
the NO.9301 classifier came back with: 1, the real answer is: 1, error count is: 258
the NO.9302 classifier came back with: 7, the real answer is: 7, error count is: 258
the NO.9303 classifier came back with: 2, the real answer is: 2, error count is: 258
the NO.9304 classifier came back with: 2, the real answer is: 2, error count is: 258
the NO.9305 classifier came back with: 3, the real answer is: 3, error count is: 258
the NO.9306 classifier came back with: 6, the real answer is: 6, error count is: 258
the NO.9307 classifier came back with: 8, the real answer is: 8, error count is: 258
the NO.9308 classifier came back with: 3, the real answer is: 3, error count is: 258
the NO.9309 classifier came back with: 2, the real answer is: 2, error count is: 258
the NO.9310 classifier came back with: 0, the real answer is: 0, error count is: 258
the NO.9311 classifier came back with: 0, the real answer is: 0, error count is: 258
the NO.9312 classifier came back with: 6, the real answer is: 6, error count is: 258
the NO.9313 classifier came back with: 1, the real answer is: 1, error count is: 258
the NO.9314 classifier came back with: 7, the real answer is: 7, error count is: 258
the NO.9315 classifier came back with: 5, the real answer is: 5, error count is: 258
the NO.9316 classifier came back with: 5, the real answer is: 8, error count is: 258
the NO.9317 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9318 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9319 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9320 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9321 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9322 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9323 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9324 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9325 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9326 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9327 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9328 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9329 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9330 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9331 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9332 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9333 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9334 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9335 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9336 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9337 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9338 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9339 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9340 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9341 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9342 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9343 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9344 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9345 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9346 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9347 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9348 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9349 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9350 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9351 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9352 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9353 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9354 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9355 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9356 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9357 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9358 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9359 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9360 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9361 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9362 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9363 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9364 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9365 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9366 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9367 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9368 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9369 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9370 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9371 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9372 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9373 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9374 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9375 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9376 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9377 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9378 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9379 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9380 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9381 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9382 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9383 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9384 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9385 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9386 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9387 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9388 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9389 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9390 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9391 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9392 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9393 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9394 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9395 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9396 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9397 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9398 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9399 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9400 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9401 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9402 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9403 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9404 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9405 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9406 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9407 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9408 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9409 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9410 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9411 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9412 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9413 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9414 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9415 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9416 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9417 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9418 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9419 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9420 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9421 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9422 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9423 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9424 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9425 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9426 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9427 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9428 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9429 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9430 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9431 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9432 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9433 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9434 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9435 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9436 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9437 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9438 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9439 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9440 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9441 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9442 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9443 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9444 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9445 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9446 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9447 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9448 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9449 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9450 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9451 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9452 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9453 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9454 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9455 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9456 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9457 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9458 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9459 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9460 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9461 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9462 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9463 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9464 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9465 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9466 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9467 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9468 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9469 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9470 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9471 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9472 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9473 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9474 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9475 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9476 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9477 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9478 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9479 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9480 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9481 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9482 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9483 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9484 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9485 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9486 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9487 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9488 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9489 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9490 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9491 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9492 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9493 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9494 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9495 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9496 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9497 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9498 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9499 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9500 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9501 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9502 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9503 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9504 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9505 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9506 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9507 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9508 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9509 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9510 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9511 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9512 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9513 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9514 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9515 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9516 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9517 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9518 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9519 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9520 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9521 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9522 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9523 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9524 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9525 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9526 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9527 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9528 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9529 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9530 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9531 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9532 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9533 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9534 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9535 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9536 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9537 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9538 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9539 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9540 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9541 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9542 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9543 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9544 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9545 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9546 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9547 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9548 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9549 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9550 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9551 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9552 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9553 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9554 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9555 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9556 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9557 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9558 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9559 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9560 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9561 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9562 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9563 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9564 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9565 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9566 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9567 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9568 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9569 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9570 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9571 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9572 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9573 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9574 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9575 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9576 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9577 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9578 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9579 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9580 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9581 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9582 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9583 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9584 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9585 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9586 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9587 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9588 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9589 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9590 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9591 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9592 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9593 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9594 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9595 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9596 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9597 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9598 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9599 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9600 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9601 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9602 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9603 classifier came back with: 2, the real answer is: 2, error count is: 259
the NO.9604 classifier came back with: 3, the real answer is: 3, error count is: 259
the NO.9605 classifier came back with: 4, the real answer is: 4, error count is: 259
the NO.9606 classifier came back with: 5, the real answer is: 5, error count is: 259
the NO.9607 classifier came back with: 6, the real answer is: 6, error count is: 259
the NO.9608 classifier came back with: 7, the real answer is: 7, error count is: 259
the NO.9609 classifier came back with: 8, the real answer is: 8, error count is: 259
the NO.9610 classifier came back with: 9, the real answer is: 9, error count is: 259
the NO.9611 classifier came back with: 0, the real answer is: 0, error count is: 259
the NO.9612 classifier came back with: 1, the real answer is: 1, error count is: 259
the NO.9613 classifier came back with: 1, the real answer is: 2, error count is: 259
the NO.9614 classifier came back with: 3, the real answer is: 3, error count is: 260
the NO.9615 classifier came back with: 4, the real answer is: 4, error count is: 260
the NO.9616 classifier came back with: 5, the real answer is: 5, error count is: 260
the NO.9617 classifier came back with: 6, the real answer is: 6, error count is: 260
the NO.9618 classifier came back with: 7, the real answer is: 7, error count is: 260
the NO.9619 classifier came back with: 8, the real answer is: 8, error count is: 260
the NO.9620 classifier came back with: 9, the real answer is: 9, error count is: 260
the NO.9621 classifier came back with: 0, the real answer is: 0, error count is: 260
the NO.9622 classifier came back with: 1, the real answer is: 1, error count is: 260
the NO.9623 classifier came back with: 2, the real answer is: 2, error count is: 260
the NO.9624 classifier came back with: 3, the real answer is: 3, error count is: 260
the NO.9625 classifier came back with: 4, the real answer is: 4, error count is: 260
the NO.9626 classifier came back with: 5, the real answer is: 5, error count is: 260
the NO.9627 classifier came back with: 6, the real answer is: 6, error count is: 260
the NO.9628 classifier came back with: 7, the real answer is: 7, error count is: 260
the NO.9629 classifier came back with: 8, the real answer is: 8, error count is: 260
the NO.9630 classifier came back with: 8, the real answer is: 8, error count is: 260
the NO.9631 classifier came back with: 0, the real answer is: 0, error count is: 260
the NO.9632 classifier came back with: 6, the real answer is: 6, error count is: 260
the NO.9633 classifier came back with: 0, the real answer is: 0, error count is: 260
the NO.9634 classifier came back with: 1, the real answer is: 0, error count is: 260
the NO.9635 classifier came back with: 2, the real answer is: 2, error count is: 261
the NO.9636 classifier came back with: 3, the real answer is: 3, error count is: 261
the NO.9637 classifier came back with: 7, the real answer is: 7, error count is: 261
the NO.9638 classifier came back with: 9, the real answer is: 9, error count is: 261
the NO.9639 classifier came back with: 4, the real answer is: 4, error count is: 261
the NO.9640 classifier came back with: 7, the real answer is: 7, error count is: 261
the NO.9641 classifier came back with: 1, the real answer is: 1, error count is: 261
the NO.9642 classifier came back with: 7, the real answer is: 9, error count is: 261
the NO.9643 classifier came back with: 1, the real answer is: 1, error count is: 262
the NO.9644 classifier came back with: 7, the real answer is: 7, error count is: 262
the NO.9645 classifier came back with: 1, the real answer is: 1, error count is: 262
the NO.9646 classifier came back with: 4, the real answer is: 4, error count is: 262
the NO.9647 classifier came back with: 0, the real answer is: 0, error count is: 262
the NO.9648 classifier came back with: 0, the real answer is: 0, error count is: 262
the NO.9649 classifier came back with: 1, the real answer is: 1, error count is: 262
the NO.9650 classifier came back with: 7, the real answer is: 7, error count is: 262
the NO.9651 classifier came back with: 5, the real answer is: 5, error count is: 262
the NO.9652 classifier came back with: 7, the real answer is: 7, error count is: 262
the NO.9653 classifier came back with: 1, the real answer is: 1, error count is: 262
the NO.9654 classifier came back with: 3, the real answer is: 3, error count is: 262
the NO.9655 classifier came back with: 5, the real answer is: 3, error count is: 262
the NO.9656 classifier came back with: 3, the real answer is: 3, error count is: 263
the NO.9657 classifier came back with: 1, the real answer is: 1, error count is: 263
the NO.9658 classifier came back with: 6, the real answer is: 6, error count is: 263
the NO.9659 classifier came back with: 9, the real answer is: 9, error count is: 263
the NO.9660 classifier came back with: 7, the real answer is: 7, error count is: 263
the NO.9661 classifier came back with: 1, the real answer is: 1, error count is: 263
the NO.9662 classifier came back with: 3, the real answer is: 3, error count is: 263
the NO.9663 classifier came back with: 0, the real answer is: 0, error count is: 263
the NO.9664 classifier came back with: 7, the real answer is: 2, error count is: 263
the NO.9665 classifier came back with: 6, the real answer is: 6, error count is: 264
the NO.9666 classifier came back with: 0, the real answer is: 0, error count is: 264
the NO.9667 classifier came back with: 8, the real answer is: 8, error count is: 264
the NO.9668 classifier came back with: 9, the real answer is: 9, error count is: 264
the NO.9669 classifier came back with: 7, the real answer is: 4, error count is: 264
the NO.9670 classifier came back with: 3, the real answer is: 3, error count is: 265
the NO.9671 classifier came back with: 5, the real answer is: 5, error count is: 265
the NO.9672 classifier came back with: 4, the real answer is: 4, error count is: 265
the NO.9673 classifier came back with: 8, the real answer is: 8, error count is: 265
the NO.9674 classifier came back with: 1, the real answer is: 1, error count is: 265
the NO.9675 classifier came back with: 5, the real answer is: 5, error count is: 265
the NO.9676 classifier came back with: 9, the real answer is: 9, error count is: 265
the NO.9677 classifier came back with: 0, the real answer is: 0, error count is: 265
the NO.9678 classifier came back with: 6, the real answer is: 6, error count is: 265
the NO.9679 classifier came back with: 6, the real answer is: 6, error count is: 265
the NO.9680 classifier came back with: 3, the real answer is: 3, error count is: 265
the NO.9681 classifier came back with: 8, the real answer is: 8, error count is: 265
the NO.9682 classifier came back with: 1, the real answer is: 1, error count is: 265
the NO.9683 classifier came back with: 4, the real answer is: 4, error count is: 265
the NO.9684 classifier came back with: 7, the real answer is: 7, error count is: 265
the NO.9685 classifier came back with: 5, the real answer is: 5, error count is: 265
the NO.9686 classifier came back with: 1, the real answer is: 2, error count is: 265
the NO.9687 classifier came back with: 0, the real answer is: 0, error count is: 266
the NO.9688 classifier came back with: 0, the real answer is: 0, error count is: 266
